
Iran,Yazd Province
Brazil,Santa Catarina
France,Ile-de-France
India,Maharashtra
India,Uttar Pradesh
Indonesia,East Java
Israel,South District
Lebanon,Beqaa Governorate
Pakistan,Islamabad Capital Territory
Pakistan,Punjab
Pakistan,Punjab
Peru,Lima
Philippines,Pangasinan
United States,Georgia
United States,Georgia
United States,Michigan
None,None
United States,Georgia
United States,North Carolina
Israel,South District
Iran,Yazd Province
Australia,
Brazil,Amazonas
India,Uttar Pradesh
Lebanon,Beqaa Governorate
New Zealand,Otago
Pakistan,Punjab
Pakistan,Punjab
Pakistan,Punjab
Pakistan,Punjab
Philippines,Camarines Sur
United States,California
United States,Missouri
United States,Florida
United States,Tennessee
United States,Missouri
United States,South Carolina
United States,South Carolina
None,None
None,None
United States,Georgia
Egypt,South Sinai
Jordan,Irbid
Indonesia,Central Java
Kuwait,Jahra
Pakistan,Punjab
Portugal,
United States,Georgia
United States,Georgia
United States,South Carolina
None,None
None,None
United States,Georgia
United States,Indiana
United States,Tennessee
United States,Tennessee
Iran,Yazd Province
Kuwait,Farwaniya
Brazil,Rio Grande do Sul
Canada,British Columbia
Indonesia,
Indonesia,West Nusa Tenggara
Iraq,Al-Anbar Governorate
Kuwait,Mubarak Al-Kabeer
Pakistan,Sindh
Pakistan,Punjab
Peru,Lima
Singapore,
United States,Georgia
United States,Florida
United States,Texas
United States,Texas
United States,Washington
None,None
United States,South Carolina
Israel,South District
India,Telangana
Italy,Tuscany
Kuwait,Hawalli
Lebanon,Beqaa Governorate
Pakistan,Sindh
Singapore,
United States,Georgia
United States,Michigan
None,None
United States,Tennessee
Kuwait,Farwaniya
India,Jammu and Kashmir
Iraq,Al-Anbar Governorate
Iran,Yazd Province
Kuwait,Al Asimah
Kuwait,Hawalli
Kuwait,Al Asimah
Kuwait,Al Asimah
Kuwait,Hawalli
Kuwait,Hawalli
Pakistan,Punjab
Philippines,Laguna
United Kingdom,England
United States,Georgia
United States,Georgia
None,None
None,None
United States,Georgia
United States,North Carolina
Jordan,Amman
India,Bihar
India,Uttar Pradesh
Indonesia,East Kalimantan
Indonesia,
Indonesia,Central Sulawesi
Kuwait,Hawalli
Kuwait,Hawalli
Pakistan,Khyber Pakhtunkhwa
Pakistan,Punjab
United States,Alabama
United States,Georgia
United States,Georgia
United States,Georgia
United States,Georgia
United States,South Carolina
United States,South Carolina
Israel,South District
Israel,South District
Iran,Yazd Province
Brazil,São Paulo
Iraq,Al-Anbar Governorate
Iran,Yazd Province
Nigeria,Lagos State
Pakistan,Punjab
Pakistan,Punjab
Pakistan,Punjab
Papua New Guinea,West New Britain
Philippines,Leyte
Singapore,
United States,Michigan
United States,Georgia
United States,New York
United States,North Carolina
United States,North Carolina
United States,North Carolina
United States,Pennsylvania
Lebanon,Beqaa Governorate
Singapore,
United States,California
India,
India,Maharashtra
India,Uttar Pradesh
Indonesia,East Java
Iraq,Al-Anbar Governorate
Israel,South District
Saudi Arabia,Eastern Province
Pakistan,Punjab
Pakistan,Punjab
Pakistan,Punjab
Pakistan,Punjab
Pakistan,Punjab
Pakistan,Punjab
Philippines,
United States,Alabama
United States,Georgia
United States,Georgia
United States,Georgia
United States,South Carolina
None,None
Iran,Yazd Province
Kuwait,Jahra
Thailand,Songkhla Province
Germany,Lower Saxony
Jordan,Amman
India,Telangana
Iraq,Al-Anbar Governorate
Iran,Yazd Province
Iran,Yazd Province
Kuwait,Hawalli
Pakistan,Khyber Pakhtunkhwa
Philippines,
Philippines,
Singapore,
Syria,Homs Governorate
United Kingdom,England
United States,Georgia
United States,Texas
United States,Georgia
United States,South Carolina
Israel,South District
Iran,Yazd Province
India,Kerala
India,Karnataka
India,Maharashtra
Indonesia,Central Java
Iran,Yazd Province
Saudi Arabia,Riyadh Region
Kuwait,Al Asimah
Kuwait,Mubarak Al-Kabeer
Malaysia,Kedah
Pakistan,Punjab
Philippines,
Philippines,Antique
United Kingdom,England
United States,Georgia
United States,Georgia
United States,South Carolina
United States,Oregon
United States,Colorado
United States,Georgia
United States,Georgia
United States,Georgia
United States,Tennessee
Israel,South District
Saudi Arabia,Eastern Province
Iran,Yazd Province
Kuwait,Mubarak Al-Kabeer
Lebanon,Beqaa Governorate
Australia,Queensland
Brazil,São Paulo
India,Maharashtra
Iran,Yazd Province
Israel,South District
Kuwait,Hawalli
Singapore,
United States,Georgia
United States,Tennessee
United States,South Carolina
None,None
None,None
United States,Georgia
United States,Georgia
United States,Georgia
United States,Louisiana
United States,South Carolina
Iran,Yazd Province
Iran,Yazd Province
Brazil,São Paulo
India,Maharashtra
India,Telangana
Kuwait,Farwaniya
Kuwait,Farwaniya
Pakistan,Punjab
Philippines,
Philippines,Zamboanga del Sur
United Kingdom,Scotland
United States,Alabama
United States,Georgia
United States,Arizona
None,None
None,None
United States,Georgia
United States,Georgia
United States,Tennessee
United States,Tennessee
Iran,Yazd Province
Egypt,South Sinai
India,Maharashtra
Iraq,Al-Anbar Governorate
Iraq,Al-Anbar Governorate
Iraq,Al-Anbar Governorate
Lebanon,Beqaa Governorate
Pakistan,Punjab
Philippines,Laguna
United States,Arizona
United States,South Carolina
None,None
United States,Georgia
United States,South Carolina
Canada,Ontario
Egypt,Eastern
India,Delhi
Indonesia,West Java
Indonesia,East Java
Indonesia,East Java
Ireland,
Iran,Yazd Province
Pakistan,Punjab
United States,Georgia
United States,Tennessee
United States,Georgia
None,None
None,None
None,None
United States,Georgia
United States,North Carolina
Israel,South District
Argentina,Entre Ríos Province
Brazil,Maranhão
Jordan,Amman
India,Uttarakhand
Iraq,Al-Anbar Governorate
Iran,Yazd Province
Iran,Yazd Province
Pakistan,Punjab
Pakistan,Punjab
Pakistan,Punjab
Pakistan,Sindh
Singapore,
United States,Georgia
None,None
None,None
None,None
United States,Georgia
United States,Georgia
Jordan,Karak
Iran,Yazd Province
India,Andhra Pradesh
Iran,Yazd Province
Italy,Liguria
Kuwait,Mubarak Al-Kabeer
Pakistan,Punjab
Pakistan,Punjab
Philippines,
United States,Georgia
United States,Georgia
United States,Georgia
United States,South Carolina
None,None
United States,Georgia
United States,Georgia
United States,North Carolina
United States,North Carolina
United States,South Carolina
Israel,South District
Lebanon,Beqaa Governorate
United States,Georgia
Jordan,Amman
India,Haryana
Indonesia,West Java
Indonesia,Bali
Iran,Yazd Province
Iran,Yazd Province
Iran,Yazd Province
Japan,
Lebanon,Beqaa Governorate
Pakistan,Islamabad Capital Territory
Pakistan,Punjab
Pakistan,Punjab
United States,Georgia
United States,Georgia
United States,Georgia
Saudi Arabia,Eastern Province
Germany,Lower Saxony
India,Jharkhand
India,Uttar Pradesh
India,Uttar Pradesh
Indonesia,Bangka-Belitung Islands
Kuwait,Jahra
Pakistan,Punjab
United Kingdom,England
United Kingdom,Scotland
United Kingdom,England
United States,South Carolina
United States,Georgia
None,None
United States,North Carolina
Saudi Arabia,Eastern Province
Iran,Yazd Province
Lebanon,Beqaa Governorate
India,Uttar Pradesh
Indonesia,East Kalimantan
Iraq,Al-Anbar Governorate
Ireland,
Iran,Yazd Province
Iran,Yazd Province
Iran,Yazd Province
Lebanon,Beqaa Governorate
Pakistan,Punjab
Philippines,Camarines Sur
United Kingdom,Scotland
United States,Georgia
United States,Georgia
United States,Georgia
United States,Georgia
United States,Pennsylvania
United States,South Carolina
United States,South Carolina
Iran,Yazd Province
Argentina,Buenos Aires
India,Chhattisgarh
India,Punjab
India,Uttar Pradesh
Iran,Yazd Province
Iran,Yazd Province
Israel,South District
Kuwait,Ahmadi
Kuwait,Hawalli
Pakistan,Punjab
Pakistan,Punjab
Singapore,
United States,Nevada
United States,Nebraska
United States,Michigan
None,None
None,None
United States,Georgia
Iran,Yazd Province
Iran,Yazd Province
Iran,Yazd Province
Brazil,São Paulo
Indonesia,West Java
Indonesia,Bali
Iraq,Al-Anbar Governorate
Iraq,Al-Anbar Governorate
Iran,Yazd Province
Kuwait,Farwaniya
Kuwait,Hawalli
Lebanon,Beqaa Governorate
Pakistan,Sindh
Pakistan,Sindh
Paraguay,Cordillera
Philippines,Rizal
United States,Georgia
United States,California
United States,Oregon
None,None
None,None
None,None
United States,North Carolina
United States,Tennessee
Spain,Galicia
India,Uttar Pradesh
Iran,Yazd Province
Lebanon,Beqaa Governorate
Lebanon,Beqaa Governorate
Pakistan,Sindh
Pakistan,Sindh
Pakistan,Khyber Pakhtunkhwa
Pakistan,Punjab
Pakistan,Punjab
Philippines,Zambales
United States,Georgia
United States,Georgia
None,None
United States,Georgia
United States,North Carolina
Israel,South District
Iran,Yazd Province
Kuwait,Jahra
None,None
Germany,Baden-Württemberg
India,Delhi
India,Maharashtra
India,Himachal Pradesh
India,Uttar Pradesh
Indonesia,Banten
Iraq,Al-Anbar Governorate
Lebanon,Beqaa Governorate
United Kingdom,England
United States,Georgia
United States,Georgia
India,Telangana
India,Delhi
Brazil,São Paulo
India,West Bengal
India,Karnataka
India,Maharashtra
Iraq,Al-Anbar Governorate
Lebanon,Beqaa Governorate
Lebanon,Beqaa Governorate
Malaysia,
Pakistan,Sindh
Papua New Guinea,West New Britain
United States,Georgia
United States,Illinois
None,None
None,None
None,None
United States,Georgia
Lebanon,Beqaa Governorate
India,Madhya Pradesh
Germany,Lower Saxony
Jordan,Amman
India,Tamil Nadu
Indonesia,Special Region of Yogyakarta
Pakistan,Khyber Pakhtunkhwa
Philippines,Cavite
United States,Georgia
United States,South Carolina
None,None
None,None
None,None
None,None
United States,Georgia
United States,North Carolina
Jordan,Amman
Brazil,Federal District
Canada,Ontario
India,Delhi
India,Karnataka
India,Uttar Pradesh
Iraq,Al-Anbar Governorate
Iraq,Al-Anbar Governorate
Iran,Yazd Province
Israel,South District
Italy,Lazio
Kuwait,Mubarak Al-Kabeer
Kuwait,Jahra
Pakistan,Punjab
Pakistan,Khyber Pakhtunkhwa
Philippines,Nueva Ecija
Syria,Homs Governorate
United Kingdom,Scotland
United States,New York
United States,Texas
United States,Georgia
United States,Georgia
United States,South Carolina
Iran,Yazd Province
Iran,Yazd Province
Iran,Yazd Province
Kuwait,Jahra
Kuwait,Jahra
Canada,Alberta
None,None
India,Chhattisgarh
India,Maharashtra
India,Uttar Pradesh
Iran,Yazd Province
Kuwait,Farwaniya
Kuwait,Hawalli
Philippines,Nueva Ecija
None,None
United States,Georgia
Iran,Yazd Province
Brazil,São Paulo
India,Jharkhand
India,Uttar Pradesh
India,Uttar Pradesh
Indonesia,West Java
Iraq,Al-Anbar Governorate
Kuwait,Ahmadi
Pakistan,Khyber Pakhtunkhwa
Pakistan,Punjab
Pakistan,Punjab
United Kingdom,England
United States,Georgia
United States,Georgia
United States,Georgia
United States,Georgia
United States,California
United States,Florida
None,None
None,None
None,None
None,None
None,None
United States,Georgia
Germany,Brandenburg
India,Maharashtra
India,Tamil Nadu
Indonesia,
Iraq,Al-Anbar Governorate
Iraq,Al-Anbar Governorate
Kuwait,Al Asimah
Kuwait,Hawalli
Lebanon,Beqaa Governorate
Pakistan,Islamabad Capital Territory
Pakistan,Sindh
Philippines,Laguna
United States,Alabama
United States,Georgia
United States,Florida
United States,Georgia
United States,Georgia
United States,North Carolina
United States,South Carolina
Israel,South District
Israel,South District
Iran,Yazd Province
Kuwait,Jahra
Bangladesh,Mymensingh Division
Indonesia,West Sumatra
Iraq,Al-Anbar Governorate
Iran,Yazd Province
Pakistan,Sindh
Pakistan,Khyber Pakhtunkhwa
Portugal,
None,None
United States,Pennsylvania
Egypt,South Sinai
Japan,
India,Karnataka
India,Tamil Nadu
India,Odisha
India,Tamil Nadu
India,Uttar Pradesh
Iraq,Al-Anbar Governorate
Japan,
Kuwait,Al Asimah
Kuwait,Farwaniya
Kuwait,Mubarak Al-Kabeer
Lebanon,Beqaa Governorate
Pakistan,Punjab
China,Sichuan
Philippines,
United States,Alabama
United States,Georgia
United States,Michigan
United States,Pennsylvania
United States,Tennessee
United States,Tennessee
Israel,South District
Lebanon,Beqaa Governorate
India,Rajasthan
Brazil,Rio de Janeiro
India,Punjab
Indonesia,Special Region of Yogyakarta
Indonesia,Special Region of Yogyakarta
Iraq,Al-Anbar Governorate
Israel,South District
Kuwait,Farwaniya
Kuwait,Hawalli
Lebanon,Beqaa Governorate
Pakistan,Punjab
Pakistan,Khyber Pakhtunkhwa
Pakistan,Punjab
Philippines,Nueva Ecija
Philippines,Laguna
United States,Georgia
United States,Georgia
United States,Georgia
United States,Georgia
United States,Georgia
United States,Tennessee
United States,Alabama
United States,Georgia
United States,South Carolina
Jordan,Karak
Brazil,Rio de Janeiro
Ireland,
Israel,South District
United States,Georgia
United States,Georgia
United States,California
None,None
United States,Georgia
United States,South Carolina
Jordan,Amman
Lebanon,Beqaa Governorate
Brazil,Federal District
Indonesia,West Java
Indonesia,Moluccas
Iran,Yazd Province
Israel,South District
Kuwait,Mubarak Al-Kabeer
Lebanon,Beqaa Governorate
Malaysia,
Pakistan,Punjab
Philippines,
Philippines,Tarlac
Philippines,Zamboanga del Sur
Syria,Homs Governorate
United States,South Carolina
United States,Georgia
United States,South Carolina
Japan,
Australia,Victoria
India,Maharashtra
Indonesia,North Sumatra
Indonesia,East Java
Iraq,Al-Anbar Governorate
Iran,Yazd Province
Iran,Yazd Province
Kuwait,Hawalli
Lebanon,Beqaa Governorate
Philippines,
United States,Georgia
United States,Georgia
United States,Florida
United States,Georgia
United States,Florida
None,None
United States,Georgia
United States,South Carolina
United States,South Carolina
United States,Tennessee
Israel,South District
India,Karnataka
India,Telangana
India,Uttar Pradesh
Indonesia,East Java
Iraq,Al-Anbar Governorate
Kuwait,Al Asimah
Kuwait,Mubarak Al-Kabeer
Kuwait,Jahra
Lebanon,Beqaa Governorate
Philippines,
South Africa,Gauteng
United States,South Carolina
United States,Georgia
None,None
None,None
United States,North Carolina
Jordan,Karak
Iran,Yazd Province
Brazil,São Paulo
Jordan,Irbid
India,Chhattisgarh
Indonesia,Bali
Indonesia,Special Region of Yogyakarta
Lebanon,Beqaa Governorate
Lebanon,Beqaa Governorate
Pakistan,Punjab
Philippines,Batangas
Philippines,Cavite
Türkiye,
Türkiye,
United Kingdom,England
United States,South Carolina
United States,Georgia
United States,Georgia
United States,Georgia
United States,Georgia
United States,Alabama
United States,Tennessee
United States,Georgia
United States,New York
United States,South Carolina
India,Delhi
India,Maharashtra
India,Telangana
India,West Bengal
Indonesia,West Java
Indonesia,West Java
Iran,Yazd Province
Saudi Arabia,Riyadh Region
Kuwait,Al Asimah
Lebanon,Beqaa Governorate
Pakistan,Punjab
Pakistan,Khyber Pakhtunkhwa
Philippines,Nueva Ecija
Philippines,Zamboanga del Sur
United States,Georgia
United States,Georgia
United States,Georgia
United States,Georgia
United States,Pennsylvania
Venezuela,Trujillo State
Lebanon,Beqaa Governorate
India,Bihar
India,Karnataka
India,Uttar Pradesh
Lebanon,Beqaa Governorate
Malaysia,Johor
Nigeria,Oyo State
Pakistan,Sindh
Philippines,Pampanga
Philippines,Samar
Spain,Catalonia
United States,Florida
United States,New York
United States,Ohio
None,None
United States,Georgia
United States,North Carolina
Ukraine,Kirovohrad Oblast
India,Jharkhand
India,Uttar Pradesh
Kuwait,Hawalli
Lebanon,Beqaa Governorate
Pakistan,Khyber Pakhtunkhwa
Pakistan,Punjab
Pakistan,Sindh
Syria,Homs Governorate
United Kingdom,England
United Kingdom,England
United States,Georgia
United States,Georgia
United States,Georgia
United States,California
United States,South Carolina
United States,South Carolina
None,None
United States,South Carolina
Israel,South District
Israel,South District
India,Delhi
India,Tamil Nadu
India,Maharashtra
Pakistan,Punjab
United Kingdom,England
United States,New York
United States,New Jersey
United States,Georgia
United States,Georgia
United States,North Carolina
United States,North Carolina
Jordan,Irbid
Kuwait,Ahmadi
India,Delhi
India,Delhi
Indonesia,West Java
Iran,Yazd Province
Israel,South District
Pakistan,Sindh
Philippines,
Philippines,
Switzerland,Ticino
United States,Virginia
None,None
None,None
None,None
United States,North Carolina
Iran,Yazd Province
Iran,Yazd Province
Denmark,Central Denmark Region
Ghana,Greater Accra Region
India,Rajasthan
Iraq,Al-Anbar Governorate
Iran,Yazd Province
Kuwait,Al Asimah
Lebanon,Beqaa Governorate
Pakistan,Punjab
Philippines,
Philippines,
United States,Georgia
United States,South Carolina
United States,Florida
None,None
None,None
None,None
None,None
None,None
None,None
Israel,South District
Israel,South District
Iran,Yazd Province
South Korea,
Jordan,Amman
Jordan,Irbid
Iran,Yazd Province
Israel,South District
Malaysia,Sabah
Pakistan,Sindh
Pakistan,Punjab
Philippines,
United States,Tennessee
None,None
United States,Georgia
United States,South Carolina
Iran,Yazd Province
Lebanon,Beqaa Governorate
Canada,Ontario
India,West Bengal
Lebanon,Beqaa Governorate
Pakistan,Punjab
Pakistan,Punjab
Portugal,
Philippines,Davao del Norte
Philippines,Cavite
Philippines,
Sweden,
United States,Georgia
United States,Florida
United States,Texas
None,None
United States,Minnesota
Iran,Yazd Province
Iran,Yazd Province
Iran,Yazd Province
Israel,South District
Pakistan,Punjab
Pakistan,Khyber Pakhtunkhwa
Philippines,
Philippines,Zamboanga del Sur
United States,California
United States,South Carolina
United States,South Carolina
United States,North Carolina
Egypt,North Sinai
Thailand,Yala Province
Bangladesh,Dhaka Division
Germany,Brandenburg
India,Jharkhand
India,Madhya Pradesh
Kuwait,Al Asimah
Lebanon,Beqaa Governorate
Philippines,
United States,Georgia
United States,Florida
United States,South Carolina
None,None
None,None
United States,Georgia
United States,Georgia
United States,Tennessee
Lebanon,Beqaa Governorate
India,Uttar Pradesh
Indonesia,East Java
Indonesia,
Iran,Yazd Province
China,Sichuan
Philippines,Cavite
Philippines,
Türkiye,
Türkiye,
United States,Georgia
United States,Georgia
United States,South Carolina
United States,Georgia
United States,Georgia
United States,Georgia
Iran,Yazd Province
Brazil,Pernambuco
Iran,Yazd Province
Israel,South District
Kuwait,Farwaniya
Mexico,Quintana Roo
Philippines,
United States,Georgia
None,None
United States,Georgia
Saudi Arabia,Northern Borders Province
None,None
France,Grand Est
India,Andhra Pradesh
India,Chhattisgarh
India,Andaman and Nicobar Islands
Indonesia,West Java
Italy,Liguria
Kuwait,Farwaniya
Lebanon,Beqaa Governorate
Pakistan,Punjab
China,Guangdong Province
Philippines,Cavite
Philippines,
Philippines,
United States,Georgia
United States,Georgia
United States,Georgia
United States,Colorado
None,None
Iran,Yazd Province
Iran,Yazd Province
Iran,Yazd Province
Brazil,Minas Gerais
Brunei,
India,Gujarat
India,Kerala
Indonesia,Central Java
Indonesia,West Java
Indonesia,Central Java
Kuwait,Al Asimah
Lebanon,Beqaa Governorate
Pakistan,Sindh
Pakistan,Punjab
Philippines,
United States,South Carolina
None,None
United States,Georgia
United States,Georgia
United States,South Carolina
Iran,Yazd Province
Lebanon,Beqaa Governorate
Brazil,Rio de Janeiro
Chile,Santiago Metropolitan Region
United States,Georgia
India,Bihar
India,Gujarat
India,Maharashtra
Indonesia,Central Java
Indonesia,West Java
Iraq,Al-Anbar Governorate
Israel,South District
Lebanon,Beqaa Governorate
Pakistan,Punjab
Pakistan,Punjab
Pakistan,Punjab
Philippines,
United States,Alabama
United States,Alabama
United States,Georgia
None,None
United States,Georgia
United States,Tennessee
Iran,Yazd Province
Lebanon,Beqaa Governorate
Iraq,Al-Anbar Governorate
Kuwait,Farwaniya
Pakistan,Khyber Pakhtunkhwa
United States,Alabama
United States,California
United States,Washington
None,None
United States,Louisiana
Iran,Yazd Province
Bangladesh,Dhaka Division
Brazil,Federal District
Ghana,Greater Accra Region
India,Chhattisgarh
India,Maharashtra
Iran,Yazd Province
Kuwait,Farwaniya
Kuwait,Al Asimah
Pakistan,Sindh
Syria,Homs Governorate
United States,New York
United States,Georgia
United States,Georgia
United States,Missouri
United States,South Carolina
None,None
None,None
None,None
Iran,Yazd Province
Iran,Yazd Province
India,Rajasthan
Indonesia,Central Kalimantan
Indonesia,West Java
Kuwait,Farwaniya
Kuwait,Farwaniya
Kuwait,Hawalli
Pakistan,Punjab
Philippines,
Philippines,
Netherlands,Frisia
United States,Georgia
United States,Georgia
United States,Georgia
United States,Georgia
United States,Georgia
United States,South Carolina
Israel,South District
Israel,South District
Japan,
Bangladesh,Dhaka Division
India,Gujarat
Indonesia,East Java
Indonesia,Special Region of Yogyakarta
Iran,Yazd Province
Israel,South District
Pakistan,Sindh
Serbia,Central Serbia
Syria,Homs Governorate
United States,Ohio
United States,Georgia
United States,Georgia
United States,Georgia
United States,Kansas
United States,North Carolina
United States,North Carolina
United States,Tennessee
Israel,South District
Iran,Yazd Province
Jordan,Amman
India,Karnataka
India,West Bengal
Iran,Yazd Province
Japan,
Kuwait,Al Asimah
Pakistan,Punjab
Philippines,
Philippines,Samar
Switzerland,Ticino
United States,Georgia
Israel,South District
Israel,South District
India,Jharkhand
Indonesia,West Java
Iraq,Al-Anbar Governorate
Israel,South District
Pakistan,Punjab
United States,Georgia
United States,Alabama
United States,Georgia
United States,New Hampshire
United States,South Carolina
United States,Georgia
Israel,South District
India,Maharashtra
Indonesia,Special Region of Yogyakarta
Indonesia,Banten
Iraq,Al-Anbar Governorate
Iraq,Al-Anbar Governorate
Iran,Yazd Province
Lebanon,Beqaa Governorate
Pakistan,Punjab
United States,Georgia
United States,Texas
Israel,South District
Iran,Yazd Province
Kuwait,Farwaniya
Lebanon,Beqaa Governorate
India,Karnataka
India,Punjab
Iran,Yazd Province
Kuwait,Mubarak Al-Kabeer
Lebanon,Beqaa Governorate
Maldives,Felidhoo Atoll
Portugal,
Philippines,
Philippines,
United States,South Carolina
United States,Georgia
None,None
None,None
United States,Georgia
United States,Georgia
United States,South Carolina
Lebanon,Beqaa Governorate
Japan,
Brazil,São Paulo
Brazil,Santa Catarina
Germany,North Rhine-Westphalia
India,Karnataka
Iran,Yazd Province
Iran,Yazd Province
Iran,Yazd Province
Israel,South District
Kuwait,Farwaniya
Kuwait,Mubarak Al-Kabeer
Lebanon,Beqaa Governorate
Pakistan,Punjab
Philippines,
United States,Florida
United States,Arizona
None,None
None,None
United States,Georgia
United States,North Carolina
United States,South Carolina
United States,Tennessee
Kuwait,Mubarak Al-Kabeer
Brazil,Rio Grande do Sul
Jordan,Amman
Indonesia,Central Kalimantan
Indonesia,West Java
Indonesia,West Sumatra
Indonesia,Moluccas
Iran,Yazd Province
Iran,Yazd Province
Iran,Yazd Province
Kuwait,Farwaniya
Kuwait,Al Asimah
Kuwait,Mubarak Al-Kabeer
Kuwait,Mubarak Al-Kabeer
Malaysia,Selangor
Pakistan,Punjab
Philippines,
United States,South Carolina
United States,Georgia
United States,Georgia
United States,Georgia
None,None
None,None
United States,South Carolina
United States,Tennessee
Saudi Arabia,Al Jawf Region
Iran,Yazd Province
France,Nouvelle-Aquitaine
India,Gujarat
India,Uttarakhand
Indonesia,Central Java
Kuwait,Ahmadi
Pakistan,Khyber Pakhtunkhwa
Pakistan,Punjab
